2001-560,102223,28.2600958248,125,315,,
2001-560,103758,20.3422313484,132,310,,WC
2001-560,102607,26.1875427789,61,661,,
2001-560,102035,29.4291581109,51,715,,
2001-560,101962,29.9575633128,49,738,,
2001-560,102257,27.9726214921,30,1155,30,
2001-560,101723,31.4250513347,182,208,,
2001-560,102148,28.7145790554,20,1325,21,
2001-560,102202,28.3613963039,262,130,,
2001-560,103598,21.106091718,43,832,,
2001-560,103786,20.2354551677,109,371,,
2001-560,101897,30.3764544832,87,492,,
2001-560,102788,25.2977412731,107,375,,Q
2001-560,102450,26.9733059548,9,2200,9,
2001-560,102153,28.6899383984,116,350,,
2001-560,102563,26.4284736482,14,1600,14,
2001-560,103397,22.1546885695,100,395,,
2001-560,102247,28.076659822,57,669,,
2001-560,103182,23.3374401095,73,546,,
2001-560,102701,25.6700889802,56,670,,
2001-560,102558,26.4449007529,171,222,,Q
2001-560,102318,27.5811088296,21,1310,22,
2001-560,102860,24.9500342231,101,391,,
2001-560,102271,27.8548939083,28,1180,28,
2001-560,102179,28.5037645448,60,661,,
2001-560,102162,28.6488706366,90,465,,
2001-560,102093,29.0704996578,321,95,,
2001-560,103344,22.4421629021,48,749,,
2001-560,103063,23.8877481177,257,135,,Q
2001-560,103498,21.582477755,3,3175,3,
2001-560,103184,23.3292265572,168,226,,WC
2001-560,102158,28.6625598905,6,2920,6,
2001-560,101843,30.6119096509,83,500,,
2001-560,103294,22.6995208761,79,512,,
2001-560,103387,22.2039698836,126,315,,Q
2001-560,102106,29.0047912389,54,676,,
2001-560,102021,29.5112936345,52,710,,
2001-560,102839,25.0376454483,26,1215,26,
2001-560,101611,32.1998631075,62,650,,
2001-560,102998,24.2327173169,19,1330,20,
2001-560,102539,26.507871321,35,1010,,
2001-560,104022,19.1731690623,65,616,,
2001-560,102817,25.1772758385,122,322,,
2001-560,102987,24.3093771389,111,368,,Q
2001-560,102369,27.394934976,55,670,,
2001-560,101948,30.0424366872,10,2015,10,
2001-560,102694,25.7248459959,72,572,,
2001-560,103819,20.052019165,13,1815,13,
2001-560,103248,23.06091718,71,578,,
2001-560,104068,18.8884325804,327,92,,WC
2001-560,102905,24.6488706366,84,498,,
2001-560,102776,25.3579739904,88,490,,
2001-560,103114,23.6194387406,112,368,,
2001-560,102854,24.9664613279,24,1253,24,
2001-560,103017,24.1451060917,29,1155,29,
2001-560,102783,25.3388090349,59,661,,
2001-560,102831,25.1279945243,76,530,,
2001-560,102887,24.7830253251,119,345,,Q
2001-560,101532,32.8405201916,69,590,,
2001-560,103454,21.8809034908,86,493,,
2001-560,103185,23.3292265572,306,104,,Q
2001-560,101736,31.3292265572,2,3870,2,
