round,player_2,surface,court,age,atp_ranking,atp_points,name,hand,height,odd,AVG(ace),AVG(df),AVG(svpt),AVG(first_in),AVG(first_won),AVG(second_won),AVG(sv_gms),AVG(bp_saved),AVG(bp_faced)
R32,103917,Hard,Indoor,36.0602327173,101,547,"Nicolas Mahut",R,190,5.33333333333333,7.7219387755102,3.52040816326531,79.8494897959184,48.5841836734694,35.6454081632653,15.7168367346939,12.2831632653061,3.7984693877551,6.21173469387755
R16,103852,Hard,Indoor,36.3969883641,37,1295,"Feliciano Lopez",L,188,4.33333333333333,10.0826727066818,3.2797281993205,80.4881087202718,47.2514156285391,35.9388448471121,17.1925254813137,12.4869762174405,3.87655719139298,5.90600226500566
QF,104607,Hard,Indoor,32.4052019165,17,2320,"Tomas Berdych",R,196,2.0,7.331589958159,2.32635983263598,72.0585774058577,41.7646443514644,32.1694560669456,15.9006276150628,11.4476987447699,3.17677824267782,4.98953974895398
R32,126774,Clay,Outdoor,19.6769336071,71,767,"Stefanos Tsitsipas",R,"",1.0,7.43478260869565,2.47826086956522,82.4565217391304,47.1739130434783,35.7608695652174,18.4347826086957,11.2391304347826,3.54347826086957,5.80434782608696
R16,105138,Clay,Outdoor,30.0041067762,16,2175,"Roberto Bautista Agut",R,"",1.0,2.96514745308311,1.94906166219839,77.1930294906166,50.9276139410188,35.2654155495979,14.0616621983914,11.5093833780161,4.01608579088472,6.50134048257373
R32,104719,Clay,Outdoor,32.0301163587,129,435,"Marcel Granollers",R,190,3.0,3.9953596287703,2.31322505800464,74.7865429234339,45.5893271461717,31.2320185614849,14.3781902552204,11.6032482598608,4.05336426914153,7.11136890951276
R16,111575,Clay,Outdoor,21.9219712526,37,1300,"Karen Khachanov",R,"",1.5,8.53968253968254,3.11111111111111,82.2460317460317,48.6428571428571,36.1349206349206,17.2777777777778,10.7619047619048,3.91269841269841,6.1984126984127
QF,105138,Clay,Outdoor,30.0232717317,15,2175,"Roberto Bautista Agut",R,"",2.0,2.94946808510638,1.9468085106383,77.1117021276596,50.8563829787234,35.2260638297872,14.0664893617021,11.5106382978723,4.00531914893617,6.48936170212766
R128,104897,Hard,Outdoor,30.7898699521,182,280,"Matthias Bachinger",R,188,12.5,6.58333333333333,2.86111111111111,78.2777777777778,45.7638888888889,33.0833333333333,15.4583333333333,12.0694444444444,4.34722222222222,7.19444444444444
R32,105732,Hard,Outdoor,27.3675564682,78,725,"Pierre Hugues Herbert",R,"",2.66666666666667,9.81739130434783,4.28695652173913,86.1565217391304,50.7652173913043,37.9391304347826,17.9391304347826,11.9913043478261,4.01739130434783,6.39130434782609
R16,126207,Hard,Outdoor,20.5229295003,41,1040,"Francis Tiafoe",R,"",1.66666666666667,7.77777777777778,3.06172839506173,85.9876543209877,52.1111111111111,37.2098765432099,17.641975308642,12.4691358024691,4.16049382716049,6.97530864197531
