name,128,64,32,16,8,4,2,1
Aljaz Bedene,1.0000,0.5176,0.2114,0.0587,0.0120,0.0016,0.0002,0.0000
Yoshihito Nishioka,1.0000,0.4855,0.1872,0.0440,0.0080,0.0013,0.0002,0.0000
Jordan Thompson,1.0000,0.4537,0.1607,0.0362,0.0062,0.0011,0.0002,0.0000
Darian King,1.0000,0.4780,0.1729,0.0386,0.0071,0.0010,0.0002,0.0000
Ernesto Escobedo,1.0000,0.4701,0.1722,0.0389,0.0058,0.0010,0.0002,0.0000
Donald Young,1.0000,0.4559,0.1618,0.0427,0.0077,0.0009,0.0002,0.0000
Mikhail Youzhny,1.0000,0.4263,0.1356,0.0269,0.0028,0.0004,0.0002,0.0000
Jeremy Chardy,1.0000,0.5095,0.2097,0.0537,0.0111,0.0018,0.0001,0.0000
Martin Klizan,1.0000,0.4763,0.1842,0.0496,0.0095,0.0018,0.0001,0.0000
Steve Darcis,1.0000,0.4574,0.1676,0.0396,0.0074,0.0013,0.0001,0.0000
Nikoloz Basilashvili,1.0000,0.4643,0.1677,0.0399,0.0065,0.0011,0.0001,0.0000
Paolo Lorenzi,1.0000,0.4726,0.2165,0.0555,0.0080,0.0010,0.0001,0.0000
Jan Lennard Struff,1.0000,0.4843,0.1801,0.0448,0.0083,0.0009,0.0001,0.0000
Yen Hsun Lu,1.0000,0.4269,0.1431,0.0322,0.0057,0.0009,0.0001,0.0000
Jared Donaldson,1.0000,0.4675,0.1763,0.0420,0.0085,0.0008,0.0001,0.0000
Pierre Hugues Herbert,1.0000,0.4630,0.1663,0.0381,0.0064,0.0008,0.0001,0.0000
Joao Sousa,1.0000,0.4636,0.1669,0.0381,0.0056,0.0005,0.0001,0.0000
Florian Mayer,1.0000,0.4088,0.1285,0.0246,0.0046,0.0004,0.0001,0.0000
Dusan Lajovic,1.0000,0.4282,0.1408,0.0290,0.0041,0.0004,0.0001,0.0000
Alessandro Giannessi,1.0000,0.3793,0.1153,0.0194,0.0022,0.0002,0.0001,0.0000
Carlos Berlocq,1.0000,0.3857,0.1120,0.0171,0.0019,0.0002,0.0001,0.0000
Stefano Napolitano,1.0000,0.4675,0.1708,0.0425,0.0158,0.0025,0.0000,0.0000
Laslo Djere,1.0000,0.4971,0.1989,0.0476,0.0100,0.0024,0.0000,0.0000
Reilly Opelka,1.0000,0.4358,0.1553,0.0432,0.0089,0.0011,0.0000,0.0000
Roberto Carballes Baena,1.0000,0.4493,0.1619,0.0374,0.0044,0.0011,0.0000,0.0000
Denis Istomin,1.0000,0.4758,0.1833,0.0436,0.0073,0.0010,0.0000,0.0000
Andrew Whittington,1.0000,0.3985,0.1385,0.0323,0.0062,0.0008,0.0000,0.0000
Federico Delbonis,1.0000,0.4495,0.1627,0.0350,0.0060,0.0008,0.0000,0.0000
Damir Dzumhur,1.0000,0.4497,0.1553,0.0337,0.0058,0.0008,0.0000,0.0000
Bjorn Fratangelo,1.0000,0.3654,0.0975,0.0183,0.0025,0.0008,0.0000,0.0000
Ramkumar Ramanathan,1.0000,0.3223,0.0823,0.0162,0.0015,0.0008,0.0000,0.0000
Adrian Mannarino,1.0000,0.4614,0.1709,0.0426,0.0077,0.0007,0.0000,0.0000
Andreas Seppi,1.0000,0.4262,0.1372,0.0261,0.0040,0.0007,0.0000,0.0000
Marton Fucsovics,1.0000,0.4265,0.1398,0.0281,0.0039,0.0007,0.0000,0.0000
Sergiy Stakhovsky,1.0000,0.4248,0.1333,0.0218,0.0039,0.0006,0.0000,0.0000
Joris De Loore,1.0000,0.4047,0.1229,0.0271,0.0029,0.0006,0.0000,0.0000
Jerzy Janowicz,1.0000,0.4605,0.1700,0.0363,0.0053,0.0005,0.0000,0.0000
Julien Benneteau,1.0000,0.4447,0.1498,0.0326,0.0044,0.0005,0.0000,0.0000
Yannick Hanfmann,1.0000,0.3884,0.1189,0.0216,0.0037,0.0005,0.0000,0.0000
Peter Gojowczyk,1.0000,0.4145,0.1264,0.0182,0.0027,0.0005,0.0000,0.0000
Denis Shapovalov,1.0000,0.3990,0.1095,0.0229,0.0024,0.0005,0.0000,0.0000
Inigo Cervantes Huegun,1.0000,0.3200,0.0881,0.0114,0.0010,0.0005,0.0000,0.0000
Kenny De Schepper,1.0000,0.3123,0.0773,0.0100,0.0009,0.0005,0.0000,0.0000
Dennis Novikov,1.0000,0.3320,0.0825,0.0125,0.0005,0.0005,0.0000,0.0000
Casper Ruud,1.0000,0.4384,0.1455,0.0314,0.0057,0.0004,0.0000,0.0000
Guido Pella,1.0000,0.3962,0.1168,0.0204,0.0017,0.0004,0.0000,0.0000
Noah Rubin,1.0000,0.3475,0.0921,0.0167,0.0017,0.0004,0.0000,0.0000
Filip Krajinovic,1.0000,0.3170,0.0839,0.0130,0.0009,0.0004,0.0000,0.0000
Stephane Robert,1.0000,0.2613,0.0500,0.0048,0.0009,0.0004,0.0000,0.0000
Norbert Gombos,1.0000,0.3959,0.1211,0.0218,0.0031,0.0003,0.0000,0.0000
Dudi Sela,1.0000,0.3971,0.1241,0.0232,0.0026,0.0003,0.0000,0.0000
Yuichi Sugita,1.0000,0.3452,0.0863,0.0121,0.0019,0.0003,0.0000,0.0000
Illya Marchenko,1.0000,0.3677,0.1015,0.0185,0.0016,0.0003,0.0000,0.0000
Dustin Brown,1.0000,0.4180,0.1346,0.0263,0.0035,0.0002,0.0000,0.0000
Mikhail Kukushkin,1.0000,0.3933,0.1237,0.0230,0.0032,0.0002,0.0000,0.0000
Marcel Granollers,1.0000,0.4009,0.1162,0.0210,0.0026,0.0002,0.0000,0.0000
