2018-891,3,pune,/en/scores/archive/pune/891/2018/results,Finals,1,1,b'Gilles Simon',sd32,gilles-simon,b'Kevin Anderson',a678,kevin-anderson,,2,76(4) 62,2,0,13,8,1,0,2018-891-sd32-a678,/en/scores/2018/891/MS001/match-stats?isLive=False
2018-891,3,pune,/en/scores/archive/pune/891/2018/results,Semi-Finals,2,1,b'Gilles Simon',sd32,gilles-simon,b'Marin Cilic',c977,marin-cilic,,1,16 63 62,2,1,13,11,0,0,2018-891-sd32-c977,/en/scores/2018/891/MS002/match-stats?isLive=False
2018-891,3,pune,/en/scores/archive/pune/891/2018/results,Semi-Finals,2,2,b'Kevin Anderson',a678,kevin-anderson,b'Benoit Paire',pd31,benoit-paire,2,4 WC,67(6) 76(2) 61,2,1,19,14,1,1,2018-891-a678-pd31,/en/scores/2018/891/MS003/match-stats?isLive=False
2018-891,3,pune,/en/scores/archive/pune/891/2018/results,Quarter-Finals,3,1,b'Marin Cilic',c977,marin-cilic,b'Pierre-Hugues Herbert',h996,pierre-hugues-herbert,1,8,63 62,2,0,12,5,0,0,2018-891-c977-h996,/en/scores/2018/891/MS004/match-stats?isLive=False
2018-891,3,pune,/en/scores/archive/pune/891/2018/results,Quarter-Finals,3,2,b'Kevin Anderson',a678,kevin-anderson,b'Mikhail Kukushkin',k926,mikhail-kukushkin,2,7,67(3) 64 62,2,1,18,13,0,1,2018-891-a678-k926,/en/scores/2018/891/MS007/match-stats?isLive=False
2018-891,3,pune,/en/scores/archive/pune/891/2018/results,Quarter-Finals,3,3,b'Benoit Paire',pd31,benoit-paire,b'Robin Haase',h756,robin-haase,4 WC,5,75 26 63,2,1,15,14,0,0,2018-891-pd31-h756,/en/scores/2018/891/MS006/match-stats?isLive=False
2018-891,3,pune,/en/scores/archive/pune/891/2018/results,Quarter-Finals,3,4,b'Gilles Simon',sd32,gilles-simon,b'Ricardo Ojeda Lara',o408,ricardo-ojeda-lara,,Q,62 63,2,0,12,5,0,0,2018-891-sd32-o408,/en/scores/2018/891/MS005/match-stats?isLive=False
2018-891,3,pune,/en/scores/archive/pune/891/2018/results,Round of 16,4,1,b'Marin Cilic',c977,marin-cilic,b'Ramkumar Ramanathan',rb56,ramkumar-ramanathan,1,WC,64 63,2,0,12,7,0,0,2018-891-c977-rb56,/en/scores/2018/891/MS008/match-stats?isLive=False
2018-891,3,pune,/en/scores/archive/pune/891/2018/results,Round of 16,4,2,b'Kevin Anderson',a678,kevin-anderson,b'Thiago Monteiro',mj08,thiago-monteiro,2,Q,76(4) 32 (RET),2,0,10,8,1,0,2018-891-a678-mj08,/en/scores/2018/891/MS015/match-stats?isLive=False
2018-891,3,pune,/en/scores/archive/pune/891/2018/results,Round of 16,4,3,b'Gilles Simon',sd32,gilles-simon,b'Roberto Bautista Agut',bd06,roberto-bautista-agut,,3,63 76(5),2,0,13,9,1,0,2018-891-sd32-bd06,/en/scores/2018/891/MS010/match-stats?isLive=False
